Column|Format|QuestionText|dtcode|answer_Label|answer_label_condensed|qn_breakdown_label|section|Topic|sub_topic|Question|comment|column_order
q115_6_global|CURRENCY|GLOBAL: Africa - Non-listed debt products|30_34|GLOBAL_InvestorDomicileAfrica_Debt|GLB_IDAFR_Debt|Africa - Non-listed debt products||Global Capital raised|Investor Type and Vehicle Type|q30||1111
q11ROW5_Total_global|CURRENCY|GLOBAL: Africa - TOTAL|30_35|GLOBAL_InvestorDomicileAfrica_VehicleType_Total|GLB_IDAFR_VT_Total|Africa - Vehicle type total||Global Capital raised|Investor Type and Vehicle Type|q30||1112
q11COL1_Total_global|CURRENCY|GLOBAL: TOTAL - Non-listed/ commingled real estate funds/private REITs|30_36|GLOBAL_InvestorDomicile_NonListedFunds_Total|GLB_ID_NLF_Total|Investor domicile total - Non-listed funds||Global Capital raised|Investor Type and Vehicle Type|q30||1113
q11COL2_Total_global|CURRENCY|GLOBAL: TOTAL - Separate accounts investing directly into real estate|30_37|GLOBAL_InvestorDomicile_SeparateAccountsDirect_Total|GLB_ID_SepAccDirect_Total|Investor domicile total - Separate accounts investing directly||Global Capital raised|Investor Type and Vehicle Type|q30||1114
q11COL3_Total_global|CURRENCY|GLOBAL: TOTAL - Separate accounts investing into indirect vehicles|30_38|GLOBAL_InvestorDomicile_SeparateAccountsIndirect_Total|GLB_ID_SepAccIndirect_Total|Investor domicile total - Separate accounts investing indirectly||Global Capital raised|Investor Type and Vehicle Type|q30||1115
q11COL4_Total_global|CURRENCY|GLOBAL: TOTAL - Joint ventures and club deals|30_39|GLOBAL_InvestorDomicile_JVs_Total|GLB_ID_JVs_Total|Investor domicile total - Joint ventures and club deals||Global Capital raised|Investor Type and Vehicle Type|q30||1116
q11COL5_Total_global|CURRENCY|GLOBAL: TOTAL - Funds of funds|30_40|GLOBAL_InvestorDomicile_FundsOfFunds_Total|GLB_ID_FOF_Total|Investor domicile total - Funds of funds||Global Capital raised|Investor Type and Vehicle Type|q30||1117
q11COL6_Total_global|CURRENCY|GLOBAL: TOTAL - Non-listed debt products|30_41|GLOBAL_InvestorDomicile_Debt_Total|GLB_ID_Debt_Total|Investor domicile total - Non-listed debt products||Global Capital raised|Investor Type and Vehicle Type|q30||1118
q11GRANDTotal_global|CURRENCY|GLOBAL TOTAL Capital Raised in 2021 for your Global strategy by investor domicile|30_42|GLOBAL_InvestorDomicile_VehicleType_Total|GLB_ID_VT_Total|Investor domicile total - Vehicle type total||Global Capital raised|Investor Type and Vehicle Type|q30||1119
_global||For your Global strategy*, how much institutional capital did your company raise for non-listed vehicles in 2021 by sector strategy (million)?|31|||||||q31||1120
q161_1_global|CURRENCY|GLOBAL: (Single) Office - Non-listed/ commingled real estate funds/private REITs|31_1|GLOBAL_NonListedFunds_SingleSectorOffice|GLB_NLF_SSOffice|Non-listed funds - Single sector office||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1121
q161_2_global|CURRENCY|GLOBAL: (Single) Office - Separate accounts investing directly into real estate|31_2|GLOBAL_SeparateAccountsDirect_SingleSectorOffice|GLB_SepAccDirect_SSOffice|Separate accounts investing directly - Single sector office||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1122
q161_3_global|CURRENCY|GLOBAL: (Single) Office - Separate accounts investing into indirect vehicles|31_3|GLOBAL_SeparateAccountsIndirect_SingleSectorOffice|GLB_SepAccIndirect_SSOffice|Separate accounts investing indirectly - Single sector office||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1123
q161_4_global|CURRENCY|GLOBAL: (Single) Office - Joint ventures and club deals|31_4|GLOBAL_JVs_SingleSectorOffice|GLB_JVs_SSOffice|Joint ventures and club deals - Single sector office||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1124
q161_5_global|CURRENCY|GLOBAL: (Single) Office - Funds of funds|31_5|GLOBAL_FundsOfFunds_SingleSectorOffice|GLB_FOF_SSOffice|Funds of funds - Single sector office||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1125
q161_6_global|CURRENCY|GLOBAL: (Single) Office - Non-listed debt products|31_6|GLOBAL_Debt_SingleSectorOffice|GLB_Debt_SSOffice|Non-listed debt products - Single sector office||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1126
q16ROW1_Total_global|CURRENCY|GLOBAL: (Single) Office - TOTAL|31_7|GLOBAL_NonListedVehicles_SingleSectorOffice_Total|GLB_NLV_SSOffice_Total|Non-listed vehicles total - Single sector office||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1127
q162_1_global|CURRENCY|GLOBAL: (Single) Retail - Non-listed/ commingled real estate funds/private REITs|31_8|GLOBAL_NonListedFunds_SingleSectorRetail|GLB_NLF_SSRetail|Non-listed funds - Single sector retail||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1128
q162_2_global|CURRENCY|GLOBAL: (Single) Retail - Separate accounts investing directly into real estate|31_9|GLOBAL_SeparateAccountsDirect_SingleSectorRetail|GLB_SepAccDirect_SSRetail|Separate accounts investing directly - Single sector retail||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1129
q162_3_global|CURRENCY|GLOBAL: (Single) Retail - Separate accounts investing into indirect vehicles|31_10|GLOBAL_SeparateAccountsIndirect_SingleSectorRetail|GLB_SepAccIndirect_SSRetail|Separate accounts investing indirectly - Single sector retail||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1130
q162_4_global|CURRENCY|GLOBAL: (Single) Retail - Joint ventures and club deals|31_11|GLOBAL_JVs_SingleSectorRetail|GLB_JVs_SSRetail|Joint ventures and club deals - Single sector retail||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1131
q162_5_global|CURRENCY|GLOBAL: (Single) Retail - Funds of funds|31_12|GLOBAL_FundsOfFunds_SingleSectorRetail|GLB_FOF_SSRetail|Funds of funds - Single sector retail||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1132
q162_6_global|CURRENCY|GLOBAL: (Single) Retail - Non-listed debt products|31_13|GLOBAL_Debt_SingleSectorRetail|GLB_Debt_SSRetail|Non-listed debt products - Single sector retail||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1133
q16ROW2_Total_global|CURRENCY|GLOBAL: (Single) Retail - TOTAL|31_14|GLOBAL_NonListedVehicles_SingleSectorRetail_Total|GLB_NLV_SSRetail_Total|Non-listed vehicles total - Single sector retail||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1134
q163_1_global|CURRENCY|GLOBAL: (Single) Industrial / logistics - Non-listed/ commingled real estate funds/private REITs|31_15|GLOBAL_NonListedFunds_SingleSectorIndustrial/Logistics|GLB_NLF_SSInd/Log|Non-listed funds - Single sector industrial/logistics||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1135
q163_2_global|CURRENCY|GLOBAL: (Single) Industrial / logistics - Separate accounts investing directly into real estate|31_16|GLOBAL_SeparateAccountsDirect_SingleSectorIndustrial/Logistics|GLB_SepAccDirect_SSInd/Log|Separate accounts investing directly - Single sector industrial/logistics||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1136
q163_3_global|CURRENCY|GLOBAL: (Single) Industrial / logistics - Separate accounts investing into indirect vehicles|31_17|GLOBAL_SeparateAccountsIndirect_SingleSectorIndustrial/Logistics|GLB_SepAccIndirect_SSInd/Log|Separate accounts investing indirectly - Single sector industrial/logistics||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1137
q163_4_global|CURRENCY|GLOBAL: (Single) Industrial / logistics - Joint ventures and club deals|31_18|GLOBAL_JVs_SingleSectorIndustrial/Logistics|GLB_JVs_SSInd/Log|Joint ventures and club deals - Single sector industrial/logistics||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1138
q163_5_global|CURRENCY|GLOBAL: (Single) Industrial / logistics - Funds of funds|31_19|GLOBAL_FundsOfFunds_SingleSectorIndustrial/Logistics|GLB_FOF_SSInd/Log|Funds of funds - Single sector industrial/logistics||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1139
q163_6_global|CURRENCY|GLOBAL: (Single) Industrial / logistics - Non-listed debt products|31_20|GLOBAL_Debt_SingleSectorIndustrial/Logistics|GLB_Debt_SSInd/Log|Non-listed debt products - Single sector industrial/logistics||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1140
q16ROW3_Total_global|CURRENCY|GLOBAL: (Single) Industrial / logistics - TOTAL|31_21|GLOBAL_NonListedVehicles_SingleSectorIndustrial/Logistics_Total|GLB_NLV_SSInd/Log_Total|Non-listed vehicles total - Single sector industrial/logistics||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1141
q164_1_global|CURRENCY|GLOBAL: (Single) Residential / multi-family / apartments - Non-listed/ commingled real estate funds/private REITs|31_22|GLOBAL_NonListedFunds_SingleSectorResidential/Multifamily/Apartments|GLB_NLF_SSResidential|Non-listed funds - Single sector residential/multifamily/ apartment||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1142
q164_2_global|CURRENCY|GLOBAL: (Single) Residential / multi-family / apartments - Separate accounts investing directly into real estate|31_23|GLOBAL_SeparateAccountsDirect_SingleSectorResidential/Multifamily/Apartments|GLB_SepAccDirect_SSResidential|Separate accounts investing directly - Single sector residential/multifamily/ apartment||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1143
q164_3_global|CURRENCY|GLOBAL: (Single) Residential / multi-family / apartments - Separate accounts investing into indirect vehicles|31_24|GLOBAL_SeparateAccountsIndirect_SingleSectorResidential/Multifamily/Apartments|GLB_SepAccIndirect_SSResidential|Separate accounts investing indirectly - Single sector residential/multifamily/ apartment||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1144
q164_4_global|CURRENCY|GLOBAL: (Single) Residential / multi-family / apartments - Joint ventures and club deals|31_25|GLOBAL_JVs_SingleSectorResidential/Multifamily/Apartments|GLB_JVs_SSResidential|Joint ventures and club deals - Single sector residential/multifamily/ apartment||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1145
q164_5_global|CURRENCY|GLOBAL: (Single) Residential / multi-family / apartments - Funds of funds|31_26|GLOBAL_FundsOfFunds_SingleSectorResidential/Multifamily/Apartments|GLB_FOF_SSResidential|Funds of funds - Single sector residential/multifamily/ apartment||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1146
q164_6_global|CURRENCY|GLOBAL: (Single) Residential / multi-family / apartments - Non-listed debt products|31_27|GLOBAL_Debt_SingleSectorResidential/Multifamily/Apartments|GLB_Debt_SSResidential|Non-listed debt products - Single sector residential/multifamily/ apartment||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1147
q16ROW4_Total_global|CURRENCY|GLOBAL: (Single) Residential / multi-family / apartments - TOTAL|31_28|GLOBAL_NonListedVehicles_SingleSectorResidential/Multifamily/Apartments_Total|GLB_NLV_SSResidential_Total|Non-listed vehicles total - Single sector residential/multifamily/ apartment||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1148
q165_1_global|CURRENCY|GLOBAL: (Single) Residential / multi-family / apartments - Non-listed/ commingled real estate funds/private REITs|31_29|GLOBAL_NonListedFunds_SingleSectorStudentHousing|GLB_NLF_SSStudHou|Non-listed funds - Single sector student housing||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1149
q165_2_global|CURRENCY|GLOBAL: (Single) Residential / multi-family / apartments - Separate accounts investing directly into real estate|31_30|GLOBAL_SeparateAccountsDirect_SingleSectorStudentHousing|GLB_SepAccDirect_SSStudHou|Separate accounts investing directly - Single sector student housing||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1150
q165_3_global|CURRENCY|GLOBAL: (Single) Residential / multi-family / apartments - Separate accounts investing into indirect vehicles|31_31|GLOBAL_SeparateAccountsIndirect_SingleSectorStudentHousing|GLB_SepAccIndirect_SSStudHou|Separate accounts investing indirectly - Single sector student housing||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1151
q165_4_global|CURRENCY|GLOBAL: (Single) Residential / multi-family / apartments - Joint ventures and club deals|31_32|GLOBAL_JVs_SingleSectorStudentHousing|GLB_JVs_SSStudHou|Joint ventures and club deals - Single sector student housing||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1152
q165_5_global|CURRENCY|GLOBAL: (Single) Residential / multi-family / apartments - Funds of funds|31_33|GLOBAL_FundsOfFunds_SingleSectorStudentHousing|GLB_FOF_SSStudHou|Funds of funds - Single sector student housing||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1153
q165_6_global|CURRENCY|GLOBAL: (Single) Residential / multi-family / apartments - Non-listed debt products|31_34|GLOBAL_Debt_SingleSectorStudentHousing|GLB_Debt_SSStudHou|Non-listed debt products - Single sector student housing||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1154
q16ROW5_Total_global|CURRENCY|GLOBAL: (Single) Residential / multi-family / apartments - TOTAL|31_35|GLOBAL_NonListedVehicles_SingleSectorStudentHousing_Total|GLB_NLV_SSStudHou_Total|Non-listed vehicles total - Single sector student housing||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1155
q166_1_global|CURRENCY|GLOBAL: (Single) Senior living / aged care / health care - Non-listed/ commingled real estate funds/private REITs|31_36|GLOBAL_NonListedFunds_SingleSectorSeniorLiving/Agedcare/Healthcare|GLB_NLF_SSSenLiving|Non-listed funds - Single sector senior living/ aged care/ healthcare||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1156
q166_2_global|CURRENCY|GLOBAL: (Single) Senior living / aged care / health care - Separate accounts investing directly into real estate|31_37|GLOBAL_SeparateAccountsDirect_SingleSectorSeniorLiving/Agedcare/Healthcare|GLB_SepAccDirect_SSSenLiving|Separate accounts investing directly - Single sector senior living/ aged care/ healthcare||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1157
q166_3_global|CURRENCY|GLOBAL: (Single) Senior living / aged care / health care - Separate accounts investing into indirect vehicles|31_38|GLOBAL_SeparateAccountsIndirect_SingleSectorSeniorLiving/Agedcare/Healthcare|GLB_SepAccIndirect_SSSenLiving|Separate accounts investing indirectly - Single sector senior living/ aged care/ healthcare||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1158
q166_4_global|CURRENCY|GLOBAL: (Single) Senior living / aged care / health care - Joint ventures and club deals|31_39|GLOBAL_JVs_SingleSectorSeniorLiving/Agedcare/Healthcare|GLB_JVs_SSSenLiving|Joint ventures and club deals - Single sector senior living/ aged care/ healthcare||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1159
q166_5_global|CURRENCY|GLOBAL: (Single) Senior living / aged care / health care - Funds of funds|31_40|GLOBAL_FundsOfFunds_SingleSectorSeniorLiving/Agedcare/Healthcare|GLB_FOF_SSSenLiving|Funds of funds - Single sector senior living/ aged care/ healthcare||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1160
q166_6_global|CURRENCY|GLOBAL: (Single) Senior living / aged care / health care - Non-listed debt products|31_41|GLOBAL_Debt_SingleSectorSeniorLiving/Agedcare/Healthcare|GLB_Debt_SSSenLiving|Non-listed debt products - Single sector senior living/ aged care/ healthcare||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1161
q16ROW6_Total_global|CURRENCY|GLOBAL: (Single) Senior living / aged care / health care - TOTAL|31_42|GLOBAL_NonListedVehicles_SingleSectorSeniorLiving/Agedcare/Healthcare_Total|GLB_NLV_SSSenLiving_Total|Non-listed vehicles total - Single sector senior living/ aged care/ healthcare||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1162
q167_1_global|CURRENCY|GLOBAL: (Single) Hotel / leisure - Non-listed/ commingled real estate funds/private REITs|31_43|GLOBAL_NonListedFunds_SingleSectorHotel/Leisure|GLB_NLF_SSHot/Lei|Non-listed funds - Single sector hotel/ leisure||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1163
q167_2_global|CURRENCY|GLOBAL: (Single) Hotel / leisure - Separate accounts investing directly into real estate|31_44|GLOBAL_SeparateAccountsDirect_SingleSectorHotel/Leisure|GLB_SepAccDirect_SSHot/Lei|Separate accounts investing directly - Single sector hotel/ leisure||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1164
q167_3_global|CURRENCY|GLOBAL: (Single) Hotel / leisure - Separate accounts investing into indirect vehicles|31_45|GLOBAL_SeparateAccountsIndirect_SingleSectorHotel/Leisure|GLB_SepAccIndirect_SSHot/Lei|Separate accounts investing indirectly - Single sector hotel/ leisure||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1165
q167_4_global|CURRENCY|GLOBAL: (Single) Hotel / leisure - Joint ventures and club deals|31_46|GLOBAL_JVs_SingleSectorHotel/Leisure|GLB_JVs_SSHot/Lei|Joint ventures and club deals - Single sector hotel/ leisure||Global  Capital raised|Sector Strategy and Vehicle Type|q31||1166
